Date,Open,High,Low,Close,5,6
2021-09-08T09:15:00+0530,36519.7,36623.85,36401.6,36597.15,0,0
2021-09-08T09:20:00+0530,36599.7,36648.95,36564.55,36587.35,0,0
2021-09-08T09:25:00+0530,36585.6,36645.4,36541.05,36588.85,0,0
2021-09-08T09:30:00+0530,36589.5,36620.7,36559.7,36614.9,0,0
2021-09-08T09:35:00+0530,36614.15,36687.15,36605.15,36672.15,0,0
2021-09-08T09:40:00+0530,36671.3,36745.6,36668.2,36740.2,0,0
2021-09-08T09:45:00+0530,36734.75,36741.75,36700.25,36715.25,0,0
2021-09-08T09:50:00+0530,36715.8,36719.5,36653.7,36656.25,0,0
2021-09-08T09:55:00+0530,36661.4,36707.85,36624.45,36704.4,0,0
2021-09-08T10:00:00+0530,36699.7,36739.9,36617.6,36657.15,0,0
2021-09-08T10:05:00+0530,36657.85,36661.15,36609.75,36620.5,0,0
2021-09-08T10:10:00+0530,36616.2,36656.3,36599.75,36634.35,0,0
2021-09-08T10:15:00+0530,36632.75,36661.05,36631.15,36645.05,0,0
2021-09-08T10:20:00+0530,36643.4,36691.75,36639.5,36685.2,0,0
2021-09-08T10:25:00+0530,36684.1,36717.5,36678.1,36711.15,0,0
2021-09-08T10:30:00+0530,36709.65,36710.95,36667.75,36690.9,0,0
2021-09-08T10:35:00+0530,36692.75,36721.4,36689.9,36717.55,0,0
2021-09-08T10:40:00+0530,36717.3,36784.85,36692.1,36764.45,0,0
2021-09-08T10:45:00+0530,36771,36780.7,36752.9,36754.1,0,0
2021-09-08T10:50:00+0530,36753.6,36771.85,36730.8,36768.4,0,0
2021-09-08T10:55:00+0530,36766.85,36777.75,36742.2,36748.6,0,0
2021-09-08T11:00:00+0530,36750.75,36771.85,36740.2,36766.15,0,0
2021-09-08T11:05:00+0530,36767.15,36785.1,36760.6,36776,0,0
2021-09-08T11:10:00+0530,36775.45,36802,36765.25,36778.45,0,0
2021-09-08T11:15:00+0530,36783,36785.1,36703.25,36750.8,0,0
2021-09-08T11:20:00+0530,36750.1,36758.1,36722.35,36739.65,0,0
2021-09-08T11:25:00+0530,36739.75,36758.65,36734.45,36745.9,0,0
2021-09-08T11:30:00+0530,36748.4,36749.1,36727.65,36741.4,0,0
2021-09-08T11:35:00+0530,36742.65,36743.7,36715.6,36731.3,0,0
2021-09-08T11:40:00+0530,36732.7,36742.45,36727.7,36735.9,0,0
2021-09-08T11:45:00+0530,36735.9,36776.4,36731,36771.1,0,0
2021-09-08T11:50:00+0530,36773.05,36777.2,36757.4,36767.5,0,0
2021-09-08T11:55:00+0530,36767.35,36772.95,36756.9,36758.9,0,0
2021-09-08T12:00:00+0530,36759.25,36804.35,36753.05,36801.6,0,0
2021-09-08T12:05:00+0530,36800.45,36812.35,36785.95,36797.35,0,0
2021-09-08T12:10:00+0530,36794.85,36802.65,36782.95,36802.6,0,0
2021-09-08T12:15:00+0530,36803.25,36811.6,36768,36768,0,0
2021-09-08T12:20:00+0530,36767.9,36767.9,36693.05,36706.05,0,0
2021-09-08T12:25:00+0530,36702.2,36726.95,36693,36711.4,0,0
2021-09-08T12:30:00+0530,36710.75,36710.75,36651.7,36669.5,0,0
2021-09-08T12:35:00+0530,36669.95,36680.25,36642.05,36655,0,0
2021-09-08T12:40:00+0530,36653.25,36721.85,36641.7,36670.7,0,0
2021-09-08T12:45:00+0530,36669.6,36715.45,36651.3,36714.5,0,0
2021-09-08T12:50:00+0530,36715.45,36727.3,36683.3,36712.8,0,0
2021-09-08T12:55:00+0530,36717.85,36720.1,36663,36663,0,0
2021-09-08T13:00:00+0530,36664.55,36672,36595.05,36603.2,0,0
2021-09-08T13:05:00+0530,36602.7,36627.25,36563.2,36573.95,0,0
2021-09-08T13:10:00+0530,36571.25,36576.65,36519.4,36556.75,0,0
2021-09-08T13:15:00+0530,36556.85,36633.9,36556.85,36631.75,0,0
2021-09-08T13:20:00+0530,36631.1,36654.7,36618.6,36642.85,0,0
2021-09-08T13:25:00+0530,36642.85,36644.15,36607.9,36619.95,0,0
2021-09-08T13:30:00+0530,36619.75,36643.85,36577.25,36641.5,0,0
2021-09-08T13:35:00+0530,36640.75,36643.05,36617.85,36620.9,0,0
2021-09-08T13:40:00+0530,36620.75,36643.85,36595.45,36600.05,0,0
2021-09-08T13:45:00+0530,36599.6,36618.1,36583.1,36597.4,0,0
2021-09-08T13:50:00+0530,36598.4,36626.55,36594.2,36596.05,0,0
2021-09-08T13:55:00+0530,36594.5,36626.7,36571.4,36620.85,0,0
2021-09-08T14:00:00+0530,36621.3,36649.65,36619.65,36635.7,0,0
2021-09-08T14:05:00+0530,36635.85,36674.15,36634.5,36664.6,0,0
2021-09-08T14:10:00+0530,36664.15,36688.95,36652.7,36684.9,0,0
2021-09-08T14:15:00+0530,36685.25,36700.8,36653.15,36654.05,0,0
2021-09-08T14:20:00+0530,36654.55,36657.15,36635.25,36637.35,0,0
2021-09-08T14:25:00+0530,36637.05,36646.35,36618.7,36621.4,0,0
2021-09-08T14:30:00+0530,36620.15,36670.15,36618.7,36663.7,0,0
2021-09-08T14:35:00+0530,36665.2,36676.05,36637.7,36652.7,0,0
2021-09-08T14:40:00+0530,36654,36699.65,36636.7,36674.9,0,0
2021-09-08T14:45:00+0530,36677.8,36705.35,36656.3,36670.65,0,0
2021-09-08T14:50:00+0530,36669.3,36697.7,36664.9,36685.35,0,0
2021-09-08T14:55:00+0530,36684.85,36735,36681.2,36721.5,0,0
2021-09-08T15:00:00+0530,36722.1,36759.5,36721.65,36741,0,0
2021-09-08T15:05:00+0530,36743,36746.65,36713.3,36728.75,0,0
2021-09-08T15:10:00+0530,36726.35,36752.05,36721.9,36752.05,0,0
2021-09-08T15:15:00+0530,36751.65,36778.95,36748.2,36776.6,0,0
2021-09-08T15:20:00+0530,36775.6,36816.15,36773.8,36816,0,0
2021-09-08T15:25:00+0530,36816.25,36850.9,36813.65,36850.9,0,0
2021-09-09T09:15:00+0530,36725.5,36855.8,36725.5,36816.1,0,0
2021-09-09T09:20:00+0530,36814.9,36844.1,36787.45,36820.85,0,0
2021-09-09T09:25:00+0530,36822.65,36833.9,36780.8,36789.3,0,0
